"","X","Species","subclass","GrowthForm_CTD","Abund_CTD","IUCNstatus","MeanPCcover","coralcover","Range","ReefArea_Range","family_molecules","family_morphology","larval","IUCN.conservation.status","Depth.lower","Depth.upper","Oocyte.size.at.maturity","Range.size","Colony.maximum.diameter","Corallite.width.maximum","Corallite.width.minimum","Growth.rate","Skeletal.density","Skeletal.micro.density","Tissue.thickness","Colony.area","Colony.fecundity","Colony.shape.factor","Polyp.fecundity","Polyps.per.area","Size.at.maturity","Age.at.maturity","Eggs.per.area","Generation.time","fecundity","IndoPacific_fecundity","Genus"
"266",266,"Stylocoeniella armata","Hexacorallia","encrusting","common","LC",0.019,379677204467918,58384864,217438,"Pocilloporidae","Astrocoeniidae",NA,"Least Concern",26,1.5,321.371666666667,55528344.635,274.085,2.3,1.3,16.3791374234905,1.52220769230769,2.82074,1.655,361.098147462279,222126.05720281,5.92688634260836,8.6055286,71.482,40.2175975356,6.21,340.1,35.29,615.1403953852,233554785675142496,"Stylocoeniella"
"267",267,"Stylocoeniella cocosensis","Hexacorallia","encrusting","rare","VU",0.01,199830107614694,5452772,68861,"Pocilloporidae","Astrocoeniidae",NA,"Vulnerable",10,2,316.3595,7179964.3425,83.05,0.7,0.6,34.1363095813464,1.4058,2.80608,1.014,337.161829628966,254920.405739955,7.06301026464965,9.30281885714286,81.274,41.496286684,6.06,345.7,35.56,756.077299795429,151087008183147808,"Stylocoeniella"
"268",268,"Stylocoeniella guentheri","Hexacorallia","digitate","common","LC",0.024,479592258275265,67241384,237640,"Pocilloporidae","Astrocoeniidae",NA,"Least Concern",48.75,16.6666666666667,304.0055,64595910.44,50,1.1,1,18.0376843037975,1.53215155781971,2.81053,1.153,293.624419643131,184310.513026291,6.76948558322148,8.03291948571428,78.142,35.4359280581,6.06,345.7,35.56,627.708394452685,301044086433904128,"Stylocoeniella"
"269",269,"Stylophora pistillata","Hexacorallia","branching_closed","common","NT",0.433,8652643659716240,69104066,240093,"Pocilloporidae","Pocilloporidae","brooder","Near Threatened",45,10.6666666666667,395.065,67348187.645,1025.04833333333,1.4,0.9,16.6277552436364,1.70310449992,2.83604,2.182,123.268118051381,34040.72324834,9.32114756519298,0.767088571428571,360,10.07859514,6.21,338,35.11,276.151885714286,2389443863044397056,"Stylophora"
"270",270,"Symphyllia agaricia","Hexacorallia","massive","common","LC",0.067,1338861721018450,56109548,229070,"Lobophyllidae","Mussidae",NA,"Least Concern",40,2,366.07,53559558.525,70.92,33.5,20,2.94059107142857,1.7301870899984,2.81838,1.9825,310.120730690688,469761.740094159,5.978971689819,26.2071024,57.8,33.3043639426,5.85,359,36.25,1514.77051872,2028068263641469440,"Symphyllia"
"271",271,"Symphyllia radians","Hexacorallia","massive","common","LC",0.121,2417944302137790,47597863,219322,"Lobophyllidae","Mussidae","spawner","Least Concern",40,0,358.533333333333,46384133.355,101.41,35,25,1.97516702380952,1.7051560449992,2.81823,1.9175,313.59486401594,463298.436210889,5.978971689819,26.1872324,56.4159999999999,33.4179494821,5.85,359,36.25,1477.3789030784,3572219900796988928,"Symphyllia"
"272",272,"Symphyllia recta","Hexacorallia","massive","common","LC",0.083,1658589893201960,58323883,212136,"Lobophyllidae","Mussidae","spawner","Least Concern",40,0,325.61,51655363.365,58.49,15,9,2.5277925,1.7358060449992,2.81448,1.8335,316.520471887298,467430.02527011,5.978971689819,26.1872324,56.3929999999999,33.4179494821,5.85,359,36.25,1476.7765967332,2449366737858867712,"Symphyllia"
"273",273,"Symphyllia valenciennesii","Hexacorallia","encrusting","common","LC",0.035,699405376651428,58058952,228279,"Lobophyllidae","Mussidae",NA,"Least Concern",40,2,331.93,55006164.78,67.2266666666667,35,30,2.18364964285715,1.7307060449992,2.8147,1.778,316.520471887298,499178.675759648,5.92688634260836,25.4109824,62.063,33.5915439717,5.92,354.8,35.98,1577.0818006912,1103019490822541184,"Symphyllia"
"274",274,"Turbinaria frondens","Hexacorallia","laminar","common","LC",0.2,3996602152293870,60112674,227637,"Dendrophylliidae","Dendrophylliidae","spawner","Least Concern",20,7,414.818333333333,57131446.49,400,1.1,0.9,14,1.64941447512341,2.82868,1.7095,312.41423634273,261260.284099502,6.05004443886533,10.1035703714286,82.769,37.5835506957,6.23,338,35.14,836.262416072774,3342208171958919680,"Turbinaria"
"275",275,"Turbinaria reniformis","Hexacorallia","laminar","uncommon","VU",0.247,4935803658082930,70086078,240553,"Dendrophylliidae","Dendrophylliidae","spawner","Vulnerable",37.5,2,446.3785,67106782.97,500,4.2,2.8,32.0503600986693,1.56031963474279,2.84663,3.4135,490.294905486161,667296.057428864,9.78503883179234,17.2554906285714,78.874,42.9483294465,6.26,328.2,34.84,1361.00956783794,6717676003620375552,"Turbinaria"
"276",276,"Turbinaria stellulata","Hexacorallia","massive","uncommon","VU",0.068,1358844731779920,53798051,224233,"Dendrophylliidae","Dendrophylliidae",NA,"Vulnerable",15,2,324.056666666667,52543012.76,126.076666666667,3.3,2.1,8.34660591356493,1.50903333333333,2.8152,1.674,347.774165204986,319014.065589444,5.92688634260836,16.7281050571429,54.836,38.6988961178,6.06,345.7,35.56,917.302368913488,1246471491447333888,"Turbinaria"
"277",277,"Zoopilus echinatus","Hexacorallia","massive","uncommon","LC",0.15,2997451614220400,25897523,129268,"Fungiidae","Fungiidae",NA,"Least Concern",20,12,329.36,23290376.57,60,20,12.37,4.41726428571429,1.672425,2.81489,1.7865,309.54457741453,253405.285614721,5.92688634260836,26.1872324,31.261,34.1328524981,5.85,359,36.25,818.6390720564,2453831007999346688,"Zoopilus"
