Species,subclass,GrowthForm_CTD,Abund_CTD,IUCNstatus,MeanPCcover,coralcover,Range,ReefArea_Range,family_molecules,family_morphology,larval,IUCN conservation status,Depth lower,Depth upper,Eastern-most range edge,Genus fossil age,Northern-most range edge,Oocyte size at maturity,Range size,Southern-most range edge,Species age phylogeny,Veron species id,Water depth,Western-most range edge,Colony maximum diameter,Corallite width maximum,Corallite width minimum,Growth rate,Water temperature,Nitrogen concentration,Phosphorus concentration,Sample identifier,Calcification rate,Irradiance,Skeletal density,Skeletal micro-density,Symbiodinium density,Tissue thickness,Year,Propagule size on release,Colony area,Colony fecundity,Colony shape factor,Distance from crest,Length of nonreproductive zone,Polyp fecundity,Polyps per area,Ratio of female to male gonads,Size at maturity,Egg size,Flow rate,Mitotic index,RNA:DNA ratio,Season,Chlorophyll a,Lipid content,Total biomass,Protein biomass,Age at maturity,Eggs per area,Generation time,Mesentery fecundity,Number of septa per corallite,Dark respiration,Gross photosynthesis,Larval swimming speed,Dissolved oxygen concentration,Distance from shore,Downward flux of suspended particulate matter,Light extinction coefficient,Nitrite-nitrate concentration,Particulate organic matter concentration,Phosphate concentration,Salinity,Suspended particulate matter concentration,Individual identifier,Propagule age,Rainfall,Sunlight,Colony surface area
Montipora angulata,Hexacorallia,branching_closed,rare,VU,0.165,329719.6775642446,41920228,191685,Acroporidae,Acroporidae,NA,Vulnerable,20,1,-136.62574057,43.839999999999996,38.15625825,NA,36922878.185,-34.56295388,0.564443926830362,246,2,77.1410897,NA,1.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora australiensis,Hexacorallia,columnar,rare,VU,0.257,513563.37656976277,40722003,180964,Acroporidae,Acroporidae,NA,Vulnerable,30,2,-105.63066655,43.839999999999996,26.37574589,NA,31394565.505000003,-30.36908194,1.81709703271188,247,NA,33.589037,NA,0.1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora cactus,Hexacorallia,encrusting_long_uprights,uncommon,VU,1.81,3616924.9478259557,7012863,74622,Acroporidae,Acroporidae,spawner,Vulnerable,20,2,132.77327383,43.839999999999996,29.19550288,NA,7621145.313,-12.13126248,2.90225166888166,461,NA,93.5128467,NA,1.2,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora calcarea,Hexacorallia,digitate,uncommon,VU,0.03,59949.0322844081,17886982,92531,Acroporidae,Acroporidae,NA,Vulnerable,20,0,-165.355789956,43.839999999999996,31.67908253,NA,24285424.490000002,-29.51632003,2.08522903354912,369,NA,30.5292668,NA,0.9,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora caliculata,Hexacorallia,massive,uncommon,VU,0.161,321726.4732596568,43634113,190326,Acroporidae,Acroporidae,NA,Vulnerable,20,1,-105.07434471,43.839999999999996,28.18220238,NA,44353288.67,-34.20531841,1.75716129163281,248,2,93.7910077,NA,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora capitata,Hexacorallia,encrusting_long_uprights,uncommon,NT,0.124,247789.33344222014,37508229,133837,Acroporidae,Acroporidae,spawner,Near Threatened,45,23,-152.997497622,43.839999999999996,31.42079024,NA,31778443.65,-24.84719029,0.895759199865825,457,1.2488262910798125,94.1486431,NA,1,0.8,17.8525,26.90909090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.37,2.8,7.4795,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora confusa,Hexacorallia,encrusting_long_uprights,uncommon,NT,0.204,407653.4195339751,8524080,110455,Acroporidae,Acroporidae,NA,Near Threatened,30,1,153.5956056,43.839999999999996,22.99648807,NA,10741972.9485,-24.68824119,3.089294305402,458,0,93.8307449,100,0.7,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora corbettensis,Hexacorallia,digitate,uncommon,VU,0.054,107908.25811193459,24447907,155975,Acroporidae,Acroporidae,NA,Vulnerable,20,2,-175.48879492,43.839999999999996,19.8572434,NA,24372055.735,-25.28430031,2.16448021212482,249,NA,94.0691686,NA,0.8,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora crassituberculata,Hexacorallia,laminar,uncommon,VU,0.157,313733.26895506907,48678047,195428,Acroporidae,Acroporidae,spawner,Vulnerable,20,1,-105.27303108,43.839999999999996,22.22161122,NA,41313318.165,-34.00663203,1.82455229649158,250,NA,80.2803344,NA,1.5,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora danae,Hexacorallia,laminar,common,LC,0.093,185842.00008166512,64673944,223473,Acroporidae,Acroporidae,spawner,Least Concern,50,0,-133.20833498,43.839999999999996,38.85166055,NA,59456513.705,-34.58282251,1.80374663388974,251,1.6666666666666667,23.9726166,NA,1.4,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora delicatula,Hexacorallia,laminar,uncommon,VU,0.584,1167007.828469811,5211715,69375,Acroporidae,Acroporidae,NA,Vulnerable,15,2,134.2038157,43.839999999999996,19.49960793,NA,8126312.7524999995,-11.336517,4.39148652461344,451,NA,93.8307449,NA,0.6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora digitata,Hexacorallia,branching_open,common,LC,0.611,1220961.9575257783,56741333,226343,Acroporidae,Acroporidae,spawner,Least Concern,5,0,-174.81326126,43.839999999999996,32.71225166,360,51112312.940000005,-31.66213285,3.49612734692218,252,0.34567901234567916,31.0061141,NA,0.9,0.8,19.817,25.333333333333332,NA,NA,NA,NA,NA,NA,NA,2470000,0.9,NA,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,3.575,5.25,NA,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora efflorescens,Hexacorallia,massive,uncommon,NT,0.174,347704.38724956696,71718595,240476,Acroporidae,Acroporidae,spawner,Near Threatened,20,1,-132.09569129,43.839999999999996,40.12325333,NA,65538451.8,-33.31122973,3.38115934779729,253,2.75,31.4432241,NA,1.2,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora florida,Hexacorallia,laminar,uncommon,VU,0.211,421641.52706700366,5277067,69399,Acroporidae,Acroporidae,NA,Vulnerable,20,2,134.2038157,43.839999999999996,19.65855702,NA,8068333.9385,-11.336517,5.50008128532912,465,NA,93.6717958,NA,0.8,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora floweri,Hexacorallia,submassive,uncommon,LC,0.137,273767.2474321304,56726661,219963,Acroporidae,Acroporidae,NA,Least Concern,35,1,-134.28124139,43.839999999999996,30.96381159,NA,52766224.72,-34.00663203,1.88510785270358,254,NA,31.2048005,NA,0.9,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora foliosa,Hexacorallia,laminar,common,NT,0.933,1864414.9040450922,67457453,237787,Acroporidae,Acroporidae,spawner,Near Threatened,41,0,-137.18206242,43.839999999999996,32.09632391,370,60680646.67,-34.34439887,1.8243553772686,255,2.6666666666666665,31.9200714,NA,0.9,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora foveolata,Hexacorallia,massive,uncommon,NT,0.132,263775.74205139565,49796598,205723,Acroporidae,Acroporidae,spawner,Near Threatened,25,1,-105.47171746,43.839999999999996,27.98351601,NA,48783510.66,-33.80794566,1.54157216636446,256,NA,69.7499566,NA,2.9,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora grisea,Hexacorallia,massive,common,LC,0.668,1334865.1188661538,56169887,201174,Acroporidae,Acroporidae,spawner,Least Concern,20,3,-106.58436114,43.839999999999996,29.35445197,NA,48826886.025,-30.09251051,2.00363272080359,257,10,33.4300879,NA,1.2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora hirsuta,Hexacorallia,branching_open,common,NT,0.168,335714.5807926854,6228246,71419,Acroporidae,Acroporidae,NA,Near Threatened,15,0,133.09117202,43.839999999999996,26.17547002,NA,8825659.184,-12.13126248,1.66767343369862,526,NA,93.8307449,NA,0.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora hispida,Hexacorallia,encrusting_long_uprights,common,LC,0.349,697407.0755752809,66419128,216088,Acroporidae,Acroporidae,spawner,Least Concern,30,1,-136.70521512,43.839999999999996,39.2490333,NA,55976241.295,-34.82124616,1.8243553772686,258,2,37.801188,NA,1.4,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora hodgsoni,Hexacorallia,laminar,uncommon,VU,0.241,481590.5593514117,6665969,89985,Acroporidae,Acroporidae,NA,Vulnerable,20,1,155.58246932,43.839999999999996,19.6982943,NA,9525143.0255,-12.4094234,1.84741837000339,732,NA,94.0691686,NA,0.6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora hoffmeisteri,Hexacorallia,encrusting,common,LC,0.151,301743.4624981875,42363191,191778,Acroporidae,Acroporidae,spawner,Least Concern,40,2,-137.26153696,43.839999999999996,39.30863921,NA,43631567.114999995,-33.80794566,0.831847427057648,259,NA,94.1883804,NA,1.1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora incrassata,Hexacorallia,encrusting,uncommon,NT,0.017,33971.11829449792,43665371,179338,Acroporidae,Acroporidae,NA,Near Threatened,30,1,-153.315395817,43.839999999999996,38.57349963,NA,39414734.88,-33.11254336,7.19426336761685,260,NA,94.1486431,NA,1.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora informis,Hexacorallia,massive,common,LC,0.45,899235.4842661215,66603810,237515,Acroporidae,Acroporidae,spawner,Least Concern,15,1.5,-132.41358949,43.839999999999996,38.85166055,NA,61763138.265,-33.94702612,1.75745477691065,261,NA,30.9663768,NA,1.3,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora malampaya,Hexacorallia,digitate,uncommon,VU,1.488,2973472.001306642,6263557,71399,Acroporidae,Acroporidae,spawner,Vulnerable,15,0,132.77327383,43.839999999999996,26.17547002,NA,7255218.2715,-11.97231339,1.76963825484056,527,NA,93.8307449,NA,0.7,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora meandrina,Hexacorallia,encrusting,common,VU,0.025,49957.52690367342,7984131,71341,Acroporidae,Acroporidae,NA,Vulnerable,50,7,153.5956056,43.839999999999996,31.32144706,NA,7650729.648,-10.80006379,2.0164361184979,880,NA,31.2048005,20,0.9,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora millepora,Hexacorallia,encrusting,common,LC,0.038,75935.4408935836,60518933,225240,Acroporidae,Acroporidae,NA,Least Concern,47.5,10,-135.47335962,43.839999999999996,38.91126646,NA,55313475.315,-34.00663203,2.14909220294389,262,NA,30.8074277,NA,0.6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora monasteriata,Hexacorallia,laminar,common,LC,0.783,1564669.7426230514,61031572,228983,Acroporidae,Acroporidae,spawner,Least Concern,40,1,-175.210634,43.839999999999996,38.51389372,NA,58314531.625,-34.40400478,2.31809167161678,264,4.477777777777778,23.6547184,NA,1.1,0.7,NA,NA,NA,NA,NA,NA,923.3333333333334,NA,NA,1135200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.6,NA,NA,5.336666666666667,NA,NA,NA,NA,NA,0.8200000000000001,3.3000000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora nodosa,Hexacorallia,massive,uncommon,NT,0.227,453614.34428535466,48277382,206726,Acroporidae,Acroporidae,NA,Near Threatened,30,1,-105.8690902,43.839999999999996,31.75855708,NA,41875574.405,-33.80794566,1.4958513766073,265,NA,30.2113686,NA,1.3,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora peltiformis,Hexacorallia,submassive,uncommon,NT,0.334,667432.5594330769,65971347,210399,Acroporidae,Acroporidae,spawner,Near Threatened,30,1,-152.043803036,43.839999999999996,30.68565067,NA,55109994.53,-33.88742021,3.3311220299643,266,3,33.1121897,NA,0.9,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora samarensis,Hexacorallia,branching_open,uncommon,VU,0.148,295748.55926974665,25224241,129905,Acroporidae,Acroporidae,spawner,Vulnerable,15,0,-173.34298211,43.839999999999996,29.35445197,NA,22376463.79,-25.80088487,2.15550943654394,453,NA,93.3538976,NA,0.7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora spongodes,Hexacorallia,encrusting,common,LC,0.243,485587.1615037056,54837264,207121,Acroporidae,Acroporidae,NA,Least Concern,22.5,1,-174.41588852,43.839999999999996,38.0767837,NA,48870615.27,-34.8411148,0.792515212789016,272,0,37.1653917,NA,1.2,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora spumosa,Hexacorallia,encrusting,common,LC,0.279,557526.0002449953,65697163,231970,Acroporidae,Acroporidae,spawner,Least Concern,30,0.5,-137.10258787,43.839999999999996,37.97903001,NA,58746324.995000005,-34.18386028,1.96912575493654,273,NA,31.2048005,NA,0.9,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora stellata,Hexacorallia,digitate,common,LC,0.361,721386.6884890441,21636389,173520,Acroporidae,Acroporidae,spawner,Least Concern,20,0,155.42352023,43.839999999999996,31.30157842,NA,25246887.580000002,-30.05277323,0.890109813261532,274,1,30.3305805,NA,0.9,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora tuberculosa,Hexacorallia,massive,common,LC,1.225,2447918.818279998,81911149,244079,Acroporidae,Acroporidae,spawner,Least Concern,32.5,0.75,-132.69175041,43.839999999999996,31.5598707,350,72522189.75,-34.40400478,2.07899218597412,275,2,24.4494638,NA,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora turgescens,Hexacorallia,massive,common,LC,0.169,337712.88186883234,74532330,237810,Acroporidae,Acroporidae,spawner,Least Concern,30,0,-137.57943516,43.839999999999996,38.57349963,NA,66126512.035,-33.74833975,0.208979534305146,276,NA,31.6816478,NA,1,0.8,NA,27,NA,NA,NA,NA,NA,NA,NA,3320000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora undata,Hexacorallia,laminar,uncommon,NT,0.084,167857.2903963427,51967376,207589,Acroporidae,Acroporidae,NA,Near Threatened,30,2,-171.71375386,43.839999999999996,38.63310554,NA,45515877.975,-34.28479295,0.572239226012844,278,2.8,33.1121897,NA,1.2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora venosa,Hexacorallia,massive,uncommon,NT,0.15,299745.1614220405,68259852,241900,Acroporidae,Acroporidae,spawner,Near Threatened,30,1,-136.87537667,43.839999999999996,32.65319442,NA,64826184.455,-35.16725933,1.67232234598189,279,1,31.0743226,NA,1.8,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora verrucosa,Hexacorallia,laminar,uncommon,LC,0.096,191836.90331010593,82204377,244963,Acroporidae,Acroporidae,spawner,Least Concern,37.5,1,-105.27303108,43.839999999999996,32.35461619,NA,73251679.915,-34.20531841,0.895759199865825,280,2.59375,25.045523,NA,1.4,0.8,7.431923076923077,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montipora vietnamensis,Hexacorallia,digitate,uncommon,VU,0.256,511565.0754936158,7393691,76237,Acroporidae,Acroporidae,NA,Vulnerable,15,1,133.09117202,43.839999999999996,22.67858988,NA,10930594.6325,-11.336517,2.04792752794803,742,NA,94.3075922,NA,0.7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycedium elephantotus,Hexacorallia,laminar,common,LC,0.121,241794.43021377933,62663363,235384,Merulinidae,Pectiniidae,spawner,Least Concern,45,3,-136.85433032,10.975,37.65991198,388.5,60107007.975,-32.90554053,0.222233554608846,282,4.789473684210526,31.1960231,300,10,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycedium mancaoi,Hexacorallia,laminar,uncommon,LC,0.11,219813.11837616304,36185909,168305,Merulinidae,Pectiniidae,NA,Least Concern,NA,NA,-175.76696669,10.975,26.18939603,NA,33368592.305,-26.66209514,0.214782587837404,402,NA,31.050826699999998,NA,7.2,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mycedium robokaki,Hexacorallia,laminar,common,LC,0.197,393665.31200094655,6137336,85149,Merulinidae,Pectiniidae,NA,Least Concern,NA,NA,154.13770832,10.975,19.58050175,NA,10813954.188000001,-12.23640492,0.25108873396682,731,NA,95.1780282,NA,7.2,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oulophyllia bennettae,Hexacorallia,massive,uncommon,NT,0.1,199830.10761469367,42050228,194291,Merulinidae,Faviidae,spawner,Near Threatened,30,1,-176.2630421,19.814,29.27173809,NA,40092431.195,-32.445315,0.71283899733958,161,NA,40.4884294,NA,17.4,12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
